"id";"jobs";"salary";"firms";"location";"nums"
508;"JINS眼镜导购/储备干部/加工/验光 （广州凯德云尚）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"广州-白云区";"5"
509;"JINS眼镜导购/储备干部/加工/验光 （天津天河城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-和平区";"1"
510;"JINS眼镜导购/储备干部/加工/验光 （天津中北永旺）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-西青区";"1"
511;"JINS眼镜导购/储备干部/加工/验光 （天津和平大悦城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-和平区";"1"
512;"JINS眼镜导购/储备干部/加工/验光 （天津梅江永旺）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-西青区";"1"
513;"JINS眼镜导购/储备干部/加工/验光 （天津未来广场）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-河东区";"1"
514;"JINS眼镜导购/储备干部/加工/验光 （上海虹口龙之梦）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-虹口区";"5"
515;"JINS眼镜导购/储备干部/加工/验光 （上海日月光广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-黄浦区";"5"
516;"JINS眼镜导购/储备干部/加工/验光 （上海怡丰城）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-闵行区";"5"
517;"JINS眼镜导购/储备干部/加工/验光 （上海兴业太古汇）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-静安区";"5"
518;"JINS眼镜导购/储备干部/加工/验光 （上海宝地广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-杨浦区";"5"
519;"JINS眼镜导购/储备干部/加工/验光 （上海七宝万科";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-闵行区";"5"
520;"JINS眼镜导购/储备干部/加工/验光 （上海百联世纪）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
521;"JINS眼镜导购/储备干部/加工/验光 （上海正大）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
522;"JINS眼镜导购/储备干部/加工/验光 （上海巴黎春天淮海";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-黄浦区";"5"
523;"JINS眼镜导购/储备干部/加工/验光 （上海虹桥天地）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-闵行区";"5"
524;"JINS眼镜导购/储备干部/加工/验光 （上海大悦城）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-静安区";"5"
525;"JINS眼镜导购/储备干部/加工/验光 （上海百联西郊）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-普陀区";"5"
526;"JINS眼镜导购/储备干部/加工/验光 （上海月星环球港）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-普陀区";"5"
527;"JINS眼镜导购/储备干部/加工/验光 （上海南翔）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-嘉定区";"5"
528;"JINS眼镜导购/储备干部/加工/验光 （上海梅陇伊势丹）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-静安区";"5"
529;"JINS眼镜导购/储备干部/加工/验光 （上海来福士人广）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-黄浦区";"5"
530;"JINS眼镜导购/储备干部/加工/验光 （上海环球中心）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
531;"JINS眼镜导购/储备干部/加工/验光 （上海世博源）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
532;"JINS眼镜导购/储备干部/加工/验光 （上海新世界人广）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-黄浦区";"5"
533;"JINS眼镜导购/储备干部/加工/验光 （上海长泰广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
534;"JINS眼镜导购/储备干部/加工/验光 （上海南丰城）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-长宁区";"5"
535;"JINS眼镜导购/储备干部/加工/验光 （上海近铁）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-普陀区";"5"
536;"JINS眼镜导购/储备干部/加工/验光 （上海芮欧百货）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-静安区";"5"
537;"JINS眼镜导购/储备干部/加工/验光 （上海金虹桥）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-长宁区";"5"
538;"JINS眼镜导购/储备干部/加工/验光 （武汉光谷K11）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-东西湖区";"5"
539;"JINS眼镜导购/储备干部/加工/验光 （武汉M+）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-江汉区";"5"
540;"JINS眼镜导购/储备干部/加工/验光 （武汉荟聚中心）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-�~口区";"5"
541;"JINS眼镜导购/储备干部/加工/验光 （上海颛桥万达）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-闵行区";"5"
542;"JINS眼镜导购/储备干部/加工/验光 （合肥漫乐城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"合肥-包河区";"5"
543;"JINS眼镜导购/储备干部/加工/验光师（北京大峡谷）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-丰台区";"2"
544;"JINS眼镜导购/验光师 （乐峰广场）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"广州-海珠区";"6"
545;"JINS眼镜店导购/验光师 （烟台永旺）";"3-4万/年";"睛姿商贸（上海）有限公司";"烟台";"2"
546;"JINS眼镜导购/储备干部/加工/验光 （无锡宜家）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"无锡";"3"
547;"知名眼镜店员/营业员 新店开张（急）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海";"5"
548;"JINS眼镜/验光师/营业员";"4-5万/年";"睛姿商贸（上海）有限公司";"上海";"5"
549;"JINS眼镜营业员/导购";"4-5万/年";"睛姿商贸（上海）有限公司";"上海";"5"
550;"JINS眼镜导购/储备干部/加工/验光 （上海各大店铺）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-长宁区";"5"
551;"JINS眼镜导购/储备干部/加工/验光 （上海悠迈广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-杨浦区";"5"
552;"JINS眼镜导购/储备干部/加工/验光 （厦门中华城）";"3-4万/年";"睛姿商贸（上海）有限公司";"厦门";"5"
553;"JINS眼镜导购/储备干部/加工/验光 （天津凯德国贸）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-河西区";"1"
554;"JINS眼镜导购/储备干部/加工/验光 （天津现代城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-河西区";"1"
555;"JINS眼镜导购/储备干部/加工/验光 （天津凯德MALL）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-河西区";"1"
556;"JINS眼镜导购/储备干部/加工/验光 （天津大悦城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-南开区";"1"
557;"JINS眼镜导购/储备干部/加工/验光 （北京悠唐）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
558;"JINS眼镜导购/储备干部/加工/验光 （北京坊店）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-西城区";"5"
559;"JINS眼镜导购/储备干部/加工/验光 （北京和谐广场）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-丰台区";"5"
560;"JINS眼镜导购/储备干部/加工/验光  北京龙湖大兴天街";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-大兴区";"5"
561;"JINS眼镜导购/储备干部/加工/验光 （北京世贸天阶）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
562;"JINS眼镜导购/储备干部/加工/验光 （北京东直门银座）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-东城区";"5"
563;"JINS眼镜导购/储备干部/加工/验光 （北京凯德望京）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
564;"JINS眼镜导购/储备干部/加工/验光 （北京凯德太阳宫）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
565;"JINS眼镜导购/储备干部/加工/验光 （北京凯德大峡谷）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-丰台区";"5"
566;"JINS眼镜导购/储备干部/加工/验光 （北京�U堤港）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
567;"JINS眼镜导购/储备干部/加工/验光 （北京蓝色港湾）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-朝阳区";"5"
568;"JINS眼镜导购/储备干部/加工/验光 （北京凯德晶品）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-海淀区";"5"
569;"JINS眼镜导购/储备干部/加工/验光 （北京昌平永旺）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-昌平区";"5"
570;"JINS眼镜导购/储备干部/加工/验光 （北京西红门宜家";"3-4.5千/月";"睛姿商贸（上海）有限公司";"北京-大兴区";"5"
571;"JINS眼镜导购/储备干部/加工/验光 （重庆国金中心）";"2.8-3.5千/月";"睛姿商贸（上海）有限公司";"重庆-江北区";"5"
572;"JINS眼镜导购/储备干部/加工/验光 （重庆U城天街）";"2.8-3.6千/月";"睛姿商贸（上海）有限公司";"重庆-沙坪坝区";"5"
573;"JINS眼镜导购/储备干部/加工/验光 （重庆SM城市广场）";"2.8-3.6千/月";"睛姿商贸（上海）有限公司";"重庆-渝北区";"5"
574;"JINS眼镜导购/储备干部/加工/验光 （重庆龙湖时代天街";"2.8-3.6千/月";"睛姿商贸（上海）有限公司";"重庆-渝中区";"5"
575;"JINS眼镜导购/储备干部/加工/验光 （苏州狮山龙湖天街";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-高新区";"5"
576;"JINS眼镜导购/储备干部/加工/验光 （苏州新区永旺）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-高新区";"5"
577;"JINS眼镜导购/储备干部/加工/验光 （苏州圆融购物）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-姑苏区";"5"
578;"JINS眼镜导购/储备干部/加工/验光 （深圳壹方城）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"深圳-宝安区";"5"
579;"JINS眼镜导购/储备干部/加工/验光 （深圳万象天地）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"深圳";"5"
580;"JINS眼镜导购/储备干部/加工/验光 （上海合生）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-杨浦区";"5"
581;"JINS眼镜导购/储备干部/加工/验光 （上海宏伊广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-黄浦区";"5"
582;"JINS眼镜导购/储备干部/加工/验光 （武汉群星城）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-武昌区";"5"
583;"JINS眼镜导购/储备干部/加工/验光 （武汉金银潭）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-东西湖区";"5"
584;"JINS眼镜导购/储备干部/加工/验光 （成都大悦城）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-武侯区";"5"
585;"JINS眼镜导购/储备干部/加工/验光 （成都锦华）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-锦江区";"5"
586;"JINS眼镜导购/储备干部/加工/验光 （成都高新）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-高新区";"5"
587;"JINS眼镜导购/储备干部/加工/验光 （成都春熙）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-锦江区";"5"
588;"JINS眼镜导购/储备干部/加工/验光 （成都阳光新业）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-锦江区";"5"
589;"JINS眼镜导购/储备干部/加工/验光 （成都环球中心）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-高新区";"5"
590;"JINS眼镜导购/储备干部/加工/验光 （成都太古里）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-锦江区";"5"
591;"JINS眼镜导购/储备干部/加工/验光 （成都悠方）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都-武侯区";"5"
592;"JINS眼镜导购/储备干部/加工/验光 （无锡恒隆）";"3.2-4.5千/月";"睛姿商贸（上海）有限公司";"无锡";"5"
593;"JINS眼镜导购/储备干部/加工/验光 （上海万象城）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-闵行区";"5"
594;"JINS眼镜导购/验光师（济南万象城）";"3-4万/年";"睛姿商贸（上海）有限公司";"济南-市中区";"5"
595;"JINS眼镜导购/储备干部/加工/验光 （永旺梦乐城泰达）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"天津-滨海新区";"5"
596;"JINS眼镜导购/储备干部/加工/验光 （正弘城）";"3-4万/年";"睛姿商贸（上海）有限公司";"郑州-金水区";"5"
597;"JINS眼镜导购（武汉各大店铺）";"3.5-4千/月";"睛姿商贸（上海）有限公司";"武汉";"5"
598;"JINS眼镜导购（杭州各大店铺）";"3.5-4千/月";"睛姿商贸（上海）有限公司";"杭州";"5"
599;"JINS眼镜导购（西安各大店铺）";"2-3千/月";"睛姿商贸（上海）有限公司";"西安";"5"
600;"JINS眼镜导购/储备干部/加工/验光 （苏州尹山湖店）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-吴中区";"5"
601;"JINS眼镜验光师/储备店长 （泰禾城市广场）";"3-4万/年";"睛姿商贸（上海）有限公司";"福州-晋安区";"5"
602;"JINS眼镜导购/储备店长（广州太阳新天地）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"广州-天河区";"5"
603;"JINS眼镜导购（南京各大店铺）";"3.5-4千/月";"睛姿商贸（上海）有限公司";"南京-秦淮区";"6"
604;"JINS眼镜导购/储备干部/加工/验光 （重庆新光天地店）";"2.9-3.8千/月";"睛姿商贸（上海）有限公司";"重庆-渝北区";"7"
605;"JINS眼镜验光师/储备店长 （广州金沙永旺）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"广州-白云区";"5"
606;"JINS眼镜导购/储备干部/加工/验光 （广州乐峰广场）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"广州-海珠区";"5"
607;"JINS眼镜导购/储备干部/加工/验光 （宁波   急）";"4-5万/年";"睛姿商贸（上海）有限公司";"宁波";"10"
608;"JINS眼镜导购/储备干部/加工/验光 （宁波天一广场）";"4-5万/年";"睛姿商贸（上海）有限公司";"宁波-海曙区";"10"
609;"眼镜导购";"3.6-4.2千/月";"睛姿商贸（上海）有限公司";"杭州";"10"
610;"知名眼镜店员/营业员 （急  宁波）";"4-5万/年";"睛姿商贸（上海）有限公司";"宁波";"10"
611;"知名眼镜店员/营业员 新店开张（急  成都）";"4-5万/年";"睛姿商贸（上海）有限公司";"成都";"20"
612;"JINS眼镜导购（上海各大店铺）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海";"5"
613;"JINS日本知名企业/店员/眼镜";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-长宁区";"20"
614;"JINS眼镜导购/储备干部/加工/验光 （杭州乐堤港）";"3.6-4.2千/月";"睛姿商贸（上海）有限公司";"杭州-拱墅区";"10"
615;"JINS眼镜导购/储备干部/加工/验光 （武汉金桥永旺）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-江岸区";"5"
616;"JINS眼镜导购/储备干部/加工/验光 （重庆南坪协信）";"2.8-3.6千/月";"睛姿商贸（上海）有限公司";"重庆-南岸区";"5"
617;"JINS眼镜导购/储备干部/加工/验光 （西安鑫苑大都汇）";"2-4千/月";"睛姿商贸（上海）有限公司";"西安-莲湖区";"5"
618;"JINS眼镜导购/储备干部/加工/验光 （西安印象城）";"2-4千/月";"睛姿商贸（上海）有限公司";"西安-未央区";"5"
619;"JINS眼镜导购/储备干部/加工/验光 （苏州印象城）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-工业园区";"5"
620;"JINS眼镜导购/储备干部/加工/验光 （苏州中心MALL）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-工业园区";"5"
621;"JINS眼镜导购/储备干部/加工/验光 （苏州园区永旺）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-姑苏区";"5"
622;"JINS眼镜导购/储备干部/加工/验光 （苏州邻瑞广场）";"3.6-4.5千/月";"睛姿商贸（上海）有限公司";"苏州-吴中区";"5"
623;"JINS眼镜导购/储备干部/加工/验光 （深圳1234SPACE）";"3-4.5千/月";"睛姿商贸（上海）有限公司";"深圳-罗湖区";"5"
624;"JINS眼镜导购/储备干部/加工/验光 （上海浦东嘉里城）";"4-5万/年";"睛姿商贸（上海）有限公司";"上海-浦东新区";"5"
625;"JINS眼镜导购/储备干部/加工（宁波来福士 ）";"4-5万/年";"睛姿商贸（上海）有限公司";"宁波-江北区";"10"
626;"JINS眼镜导购/储备干部/加工/验光 （宁波印象城）";"4-5万/年";"睛姿商贸（上海）有限公司";"宁波";"5"
627;"JINS眼镜导购/储备干部/加工/验光 （武汉经开永旺）";"3.3-3.8千/月";"睛姿商贸（上海）有限公司";"武汉-汉阳区";"5"
628;"JINS眼镜导购/储备干部/加工/验光 （杭州永旺）";"3.6-4.2千/月";"睛姿商贸（上海）有限公司";"杭州-余杭区";"1"
629;"日语业务员";"3-4.5千/月";"武汉汇朗国际贸易有限公司";"武汉-江汉区";"3"
630;"亚马逊销售-日语";"3-4.5千/月";"武汉汇朗国际贸易有限公司";"武汉-江汉区";"3"
631;"对日开发软件工程师_BSE、SSE、PM、PL";"3-8千/月";"沈阳思优科信息技术有限公司";"沈阳-皇姑区";"若干"
632;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
633;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
634;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
635;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
636;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
637;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
638;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
639;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
640;"海外拓展经理";"1-1.5万/月";"沈阳政通佳益教育咨询有限公司";"沈阳-沈河区";"50"
641;"对日开发SE";"0.8-1万/月";"威英软件（上海）有限公司";"上海-徐汇区";"若干"
642;"对日（Java）软件工程师";"0.8-1万/月";"威英软件（上海）有限公司";"上海-徐汇区";"10"
643;"对日Java高级软件工程师";"0.8-1万/月";"威英软件（上海）有限公司";"上海-徐汇区";"5"
644;"对日JAVA程序员";"0.8-1万/月";"威英软件（上海）有限公司";"上海-徐汇区";"若干"
645;"对日软件：SAP/C/Android/C#/ios/JAVA/VB/vb.net等";"1.5-3万/月";"大连维思创新科技有限公司";"北京";"若干"
646;"对日软件：SAP/Android/C#/ios/JAVA/VB/vb.net等";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
647;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
648;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
649;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
650;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
651;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
652;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
653;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
654;"对日IOS软件工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"6"
655;"项目经理 日语 养老产业";"6-8万/年";"南京昭凌精密机械有限公司";"南京-浦口区";"1"
656;"烘焙课程销售";"4.5-6千/月";"ABC Cooking Studio";"郑州-金水区";"10"
657;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"杭州-下城区";"若干"
658;"烘焙工作室运营员工";"0.4-1万/月";"ABC Cooking Studio";"北京-朝阳区";"若干"
659;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"北京-朝阳区";"若干"
660;"烘培老师";"0.4-1万/月";"ABC Cooking Studio";"上海-浦东新区";"若干"
661;"烘焙课程顾问";"0.4-1万/月";"ABC Cooking Studio";"西安-雁塔区";"若干"
662;"课程销售顾问";"4.5-8千/月";"ABC Cooking Studio";"杭州-拱墅区";"5"
663;"深圳ABC Cooking Stuido烘焙课程顾问";"0.4-1万/月";"ABC Cooking Studio";"深圳-南山区";"5"
664;"烘焙课程顾问";"0.4-1万/月";"ABC Cooking Studio";"深圳-南山区";"若干"
665;"烘焙课程顾问";"0.4-1万/月";"ABC Cooking Studio";"深圳-南山区";"若干"
666;"烘培课程顾问";"4-8千/月";"ABC Cooking Studio";"重庆-江北区";"10"
667;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"成都-高新区";"若干"
668;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"重庆-江北区";"若干"
669;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"广州-天河区";"若干"
670;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"成都-锦江区";"若干"
671;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"上海-浦东新区";"若干"
672;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"上海";"10"
673;"烘焙课程顾问";"0.4-1万/月";"ABC Cooking Studio";"北京-朝阳区";"若干"
674;"蛋糕/面包/料理工作室店员";"0.4-1万/月";"ABC Cooking Studio";"北京-朝阳区";"若干"
675;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"上海";"若干"
676;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"北京-朝阳区";"若干"
677;"烘培课程顾问";"0.4-1万/月";"ABC Cooking Studio";"上海-浦东新区";"若干"
678;"日语文书翻译";"3-6千/月";"大连拓中教育科技股份有限公司";"大连";"若干"
679;"日语翻译";"3-4.5千/月";"Resort Tokyo Hair Salons";"广州-天河区";"1"
680;"全职日语教师";"4.5-6千/月";"江苏宏扬秉义教育科技有限公司";"安徽省";"10"
681;"全职日语教师";"4.5-6千/月";"江苏宏扬秉义教育科技有限公司";"安徽省";"10"
682;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
683;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
684;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
685;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
686;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
687;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
688;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
689;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
690;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
691;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
692;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
693;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
694;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
695;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
696;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
697;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
698;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
699;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
700;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
701;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
702;"日本工签   日语营业担当";"0.8-1万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
703;"招聘专员";"3-6千/月";"大连九鼎联合科技有限公司";"大连";"5"
704;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
705;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
706;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
707;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
708;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
709;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
710;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
711;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
712;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
713;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
714;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
715;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
716;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
717;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
718;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
719;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
720;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
721;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
722;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
723;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
724;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
725;"日本工签    日语营业担当";"1.5-2万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
726;"店员/导购（上海）";"3.9-4.6千/月";"上海萨莉亚餐饮有限公司";"上海";"5"
727;"对日CAD绘图/对日门窗(急招)";"4.5-7千/月";"大连精石科技有限公司";"大连-中山区";"若干"
728;"日本工作签证--综合销售岗位";"0.8-1.3万/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"10"
