,jobs,firms,salary,nums0
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,赴日本软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,赴日本软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日软件开发工程师,日立解决方案（中国）有限公司,1.5-4万/月,若干
,赴日本软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,赴日本软件工程师,北京核心软件有限公司,1.5-4万/月,若干
,Java，C，.Net软件工程师,大连竹易教育科技有限公司,1.5-3万/月,若干
,软件工程师Java/dotNet(日本出差）,大连高仕科技有限公司,1.5-3万/月,若干
,对日软件：SAP/C/Android/C#/ios/JAVA/VB/vb.net等,大连维思创新科技有限公司,1.5-3万/月,若干
,软件开发工程师（长期日本出差）,大连赛伯信息技术有限公司,1.5-3万/月,若干
,对日软件工程师,北京益祺邦科技有限公司,1.5-3万/月,若干
,C#.NET 对日软件开发工程师,大连竹易教育科技有限公司,1.5-3万/月,若干
,软件工程师Java/dotNet(日本出差）,大连高仕科技有限公司,1.5-3万/月,若干
,对日软件工程师,北京益祺邦科技有限公司,1.5-3万/月,若干
,软件开发工程师（长期日本出差）,大连赛伯信息技术有限公司,1.5-3万/月,若干
,软件工程师Java/dotNet(日本出差）,大连高仕科技有限公司,1.5-3万/月,若干
,Java，C，.Net软件工程师,大连竹易教育科技有限公司,1.5-3万/月,若干
,赴日文科人文国际长期日本出差工作,伙伴（大连）信息技术有限公司,1.5-3万/月,若干
,对日软件：SAP/C/Android/C#/ios/JAVA/VB/vb.net等,大连维思创新科技有限公司,1.5-3万/月,若干
,C#.NET 对日软件开发工程师,大连竹易教育科技有限公司,1.5-3万/月,若干
,软件开发工程师--应届毕业生,大连信维科技有限公司,1.5-3千/月,若干
,Japanese salesforce（接受Java或.Net转型）,普华永道信息技术（上海）有限公司,1.5-2万/月,若干
,Java开发工程师(可短期或者长期出差日本),南通苏慧信息技术有限公司,1.5-2万/月,若干
,赴日开发工程师（Java .net 前端 python C++ COBOL）,南京润趣网络科技有限公司,1.5-2万/月,若干
,对日软件工程师,上海拓锦信息技术有限公司,1.5-2万/月,若干
,JAVA打印机软件开发（会日语）月30万(职位编号：?JC180209),上海恒封密封制品有限公司,1.5-2万/月,若干
,JAVA开发（有3年经验）会日语(职位编号：JC180115-2),上海恒封密封制品有限公司,1.5-2万/月,若干
,JAVA开发（15K）有：3年经验+日语(职位编号：JC180115-2),上海恒封密封制品有限公司,1.5-2万/月,若干
,JAVA开发经验3年+日语（月15K ）(职位编号：JC180115-2),上海恒封密封制品有限公司,1.5-2万/月,若干
,JAVA对日高级软件工程师,无锡智明创发软件有限公司,1.5-2万/月,若干
,JAVA对日高级软件工程师,上海智明创发软件有限公司,1.5-2万/月,若干
,软件工程师-急招赴日出差（急）,大连北溟软件有限公司,1.5-2万/月,若干
,紧急招聘赴日（短期/长期）软件工程师（待遇优厚）,沈阳思优科信息技术有限公司,1.5-2万/月,若干
,阿里云技术工程师,南通苏慧信息技术有限公司,1.5-2万/月,若干
,阿里云技术工程师,南通苏慧信息技术有限公司,1.5-2万/月,若干
,对日PL,北京日立北工大信息系统有限公司,1.5-2万/月,若干
,对日软件工程师,上海强辰信息技术有限公司,1.5-2万/月,若干
,对日PM,大连丝路软件有限责任公司,1.5-2万/月,若干
,初级软件开发工程师(长期出差冲绳),大连华信计算机技术股份有限公司,1.5-2万/月,若干
,(跨境电商外企)英语初/高级QA（自动化测试）-JP2947(职位编号：JP2947),大连博科人才有限公司,1.5-2万/月,若干
,(跨境电商外企)日或英语PHP高级工程师-JP2932(职位编号：JP2932),大连博科人才有限公司,1.5-2万/月,若干
,赴日IT设计开发工程师（东京）,上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日开发工程师（Java .net 前端 python C++ COBOL）,南京润趣网络科技有限公司,1.5-2万/月,若干
,(跨境电商外企)英语初/高级QA（自动化测试）-JP2947(职位编号：JP2947),大连博科人才有限公司,1.5-2万/月,若干
,软件工程师-急招赴日出差（急）,大连北溟软件有限公司,1.5-2万/月,若干
,紧急招聘赴日（短期/长期）软件工程师（待遇优厚）,沈阳思优科信息技术有限公司,1.5-2万/月,若干
,赴日开发工程师（Java .net 前端 python C++ COBOL）,南京润趣网络科技有限公司,1.5-2万/月,若干
,高薪日本介护岗位学历不限工签,哈尔滨闯行天下境外就业服务有限公司,1.5-2万/月,若干
,对日PM,大连丝路软件有限责任公司,1.5-2万/月,若干
,赴日硬件设计或半导体设计工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,日本名牌服装连锁店,沈阳信商科技有限公司,1.5-2万/月,若干
,对日PL,北京日立北工大信息系统有限公司,1.5-2万/月,若干
,对日软件工程师,上海强辰信息技术有限公司,1.5-2万/月,若干
,.NET Core 开发,深圳市飞瓦科技有限公司,1.5-2万/月,若干
,销售经理（日语）,邦驻（上海）停车场管理有限公司,1.5-2万/月,若干
,初级软件开发工程师(长期出差冲绳),大连华信计算机技术股份有限公司,1.5-2万/月,若干
,赴日硬件设计或半导体设计工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日IT设计开发工程师（东京）,上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日IT 嵌入式软件开发工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日本汽车或机械三维设计工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日本汽车或机械三维设计工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,赴日本IT 嵌入式开发工程师(无中介费),上海万谷境外就业服务有限公司,1.5-2万/月,若干
,Java开发实习生,恒川系统软件开发（上海）有限公司,1.5-2千/月,若干
,对日软件Java实习生（急聘）,大连博石世纪科技有限公司,1.5-2千/月,若干
,JAVA对日高级软件工程师,上海智明创发软件有限公司,1.5-2千/月,若干
,JAVA对日项目经理,上海智明创发软件有限公司,1.5-2千/月,若干
,对日软件工程师实习生,济南华信计算机技术有限公司,1.5-2千/月,若干
,免税店高薪诚聘职员,大连新翔教育咨询有限公司,1.5-2千/月,若干
,高薪诚聘免税店销售代表,大连新翔教育咨询有限公司,1.5-2千/月,若干
,对日项目经理（Java 、net、C++）,北京核心软件有限公司,1.5-2.5万/月,若干
,系统工程师（SE）,上海翔明信息技术有限公司,1.5-2.5万/月,若干
,软件工程师（日本）,大连思派电子有限公司,1.5-2.5万/月,若干
,（急招） 对日项目主管（PL-Java）,上海凌欣信息科技有限公司,1.5-2.5万/月,若干
,对日项目经理,北京核心软件有限公司,1.5-2.5万/月,若干
,软件开发工程师,扬州市云光科技发展有限公司,1.5-2.5万/月,若干
,软件开发工程师,扬州市云光科技发展有限公司,1.5-2.5万/月,若干
,流通开发项目Leader,日通（大连）科技有限公司,1.5-2.5万/月,若干
,软件开发工程师,扬州市云光科技发展有限公司,1.5-2.5万/月,若干
,软件开发工程师,扬州市云光科技发展有限公司,1.5-2.5万/月,若干
,软件开发工程师,扬州市云光科技发展有限公司,1.5-2.5万/月,若干
,IT Infra咨询高级顾问（日语）,日立咨询信息技术（广州）有限公司,1.5-2.2万/月,若干
,Java 项目组长（日语）,希亚思（上海）信息技术有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
,计算机软件开发,昆明瑶池科技有限公司,15-20万/年,若干
